set,tier,name,traits,apiName,desc
7,3-Prismatic,Guardian Crown,TFT7_Guardian,TFT7_Augment_GuardianEmblem2,"Gain a Guardian Emblem, a Sunfire Cape, and a Rakan."
7,3-Prismatic,Guild Crown,TFT7_Guild,TFT7_Augment_GuildEmblem2,"Gain a Guild Emblem, a Protector's Vow, and a Twitch."
7,3-Prismatic,Idas Touch,TFT7_Shimmerscale|TFT7_Guardian,TFT7_Augment_DragonGoldCarry,Gain an Idas. Your strongest Idas becomes a Fighter. She now deals magic damage in a cone and can create gold.
7,3-Prismatic,Jade Soul,TFT7_Jade,TFT7_Augment_JadeTrait2,Your team counts as having 1 additional Jade. Gain a Titan's Resolve and a Gnar.
7,3-Prismatic,Living Forge,,TFT7_Augment_LivingForgeHR,Gain an Artifact anvil now and after every [NumberOfCombats] player combats. Artifacts are more powerful items with a unique effect.
7,3-Prismatic,Living Forge,,TFT7_Augment_LivingForge,Gain an Artifact anvil now and after every [NumberOfCombats] player combats. Artifacts are more powerful items with a unique effect.
7,3-Prismatic,Living Forge,,TFT7_Augment_Legend_LivingForge,Gain an Artifact anvil now and after every [NumberOfCombats] player combats. Artifacts are more powerful items with a unique effect.
7,3-Prismatic,Lucky Gloves,,TFT7_Augment_LuckyGloves,Thief's Gloves will always give your champions ideal items. Gain 2 Sparring Gloves and 4 gold.
7,3-Prismatic,Lucky Gloves+,,TFT7_Augment_LuckyGlovesPlus,"Thief's Gloves will always give your champions recommended items. Gain 2 Sparring Gloves now, then another after 4 player combats."
7,3-Prismatic,Mage Crown,TFT7_Mage,TFT7_Augment_MageEmblem2,"Gain a Mage Emblem, a Spear of Shojin, and a Lux."
7,3-Prismatic,Mirage Crown,TFT7_Mirage,TFT7_Augment_MirageEmblem2,"Gain a Mirage Emblem, a Hand of Justice, and a Nunu."
7,3-Prismatic,Mystic Soul,TFT7_Mystic,TFT7_Augment_MysticTrait2,Your team counts as having 1 additional Mystic. Gain a Chalice of Power and a Rakan.
7,3-Prismatic,Part-Time Assassin,TFT7_Assassin,TFT7_Augment_AssassinForAllUnits,The Assassin Trait grants its bonuses to your champions that start combat in the middle 2 rows. This does not increase the number of Assassins. Gain a Qiyana.
7,3-Prismatic,Preparation III,,TFT7_Augment_Preparation3HR,"Champions on your bench permanently gain 70 Health, 9% Attack Damage, and 9% Ability Power every round. Champions start with 1 stack of this effect, and can stack up to 3 times."
7,3-Prismatic,Preparation III,,TFT7_Augment_Preparation3,"Champions on your bench permanently gain 50 Health, 7% Attack Damage, and 7% Ability Power every round. Champions start with 1 stack of this effect, and can stack up to 4 times."
7,3-Prismatic,Ragewing Soul,TFT7_Ragewing,TFT7_Augment_RagewingEmblem2,Your team counts as having 1 additional Ragewing. Gain a Guinsoo's Rageblade and a Rakan.
7,3-Prismatic,Ragewing Soul,TFT7_Ragewing,TFT7_Augment_RagewingTrait2,Your team counts as having 1 additional Ragewing. Gain a Guinsoo's Rageblade and a Rakan.
7,3-Prismatic,Revel Crown,TFT7_Revel,TFT7_Augment_RevelEmblem2,Gain a Revel Emblem and a Jinx.
7,3-Prismatic,Scalescorn Crown,TFT7_Scalescorn,TFT7_Augment_ScalescornEmblem2,"Gain a Scalescorn Emblem, a Hand of Justice, and a Diana."
7,3-Prismatic,Shapeshifter Soul,TFT7_Shapeshifter,TFT7_Augment_ShapeshifterTrait2,Your team counts as having 1 additional Shapeshifter. Gain a Sunfire Cape and an Gnar.
7,3-Prismatic,Shimmerscale Soul,TFT7_Shimmerscale,TFT7_Augment_ShimmerscaleTrait2,Your team counts as having 1 additional Shimmerscale. Gain a Titan's Resolve and a Volibear.
7,3-Prismatic,Swiftshot Crown,TFT7_Swiftshot,TFT7_Augment_SwiftshotEmblem2,"Gain a Swiftshot Emblem, a Guinsoo's Rageblade, and a Varus."
7,3-Prismatic,Tempest Crown,TFT7_Tempest,TFT7_Augment_TempestEmblem2,"Gain a Tempest Emblem, a Hand of Justice, and a Lee Sin."
7,3-Prismatic,Think Fast,,TFT7_Augment_ThinkFast,Shop rerolls are free until the end of this round. Traits and other augments do not benefit from these free Shops. Gain 3 gold.
7,3-Prismatic,Urf's Grab Bag,,TFT7_Augment_UrfsGrabBag2,"Gain 1 Spatula, 3 random components, and 5 gold."
7,3-Prismatic,Urf's Grab Bag II+,,TFT7_Augment_UrfsGrabBag2Plus,"Gain 1 Spatula, 3 random components, and [NumGold] gold."
7,3-Prismatic,Warrior Crown,TFT7_Warrior,TFT7_Augment_WarriorEmblem2,"Gain a Warrior Emblem, a Giant Slayer, and a Yone."
7,3-Prismatic,Whispers Crown,TFT7_Whispers,TFT7_Augment_WhispersEmblem2,"Gain a Whispers Emblem, a Titan's Resolve, and a Sylas."
7,?,AFK,,TFT7_Augment_AFKHR,"You cannot perform actions for the next 2 rounds. Afterwards, gain 15 gold."
7,?,Ancient Archives II,,TFT7_Augment_TomeOfTraits2,Gain 2 Tome of Traits and 5 gold.
7,?,Ancient Archives II,,TFT7_Augment_Legend_TomeOfTraits2,Gain 2 Tome of Traits and 5 gold.
7,?,Assassin Crest,TFT7_Assassin,TFT7_Augment_AssassinEmblem,Gain an Assassin Emblem and a Qiyana.
7,?,Assassin Crown,TFT7_Assassin,TFT7_Augment_AssassinEmblem2,"Gain an Assassin Emblem, a Hand of Justice, and a Rengar."
7,?,Assassin Heart,TFT7_Assassin,TFT7_Augment_AssassinTrait,Your team counts as having 1 additional Assassin. Gain a Qiyana.
7,?,Band of Thieves,,TFT7_Augment_BandOfThieves1,Gain 1 Thief's Gloves.
7,?,Bench Backup,,TFT7_DoubleUpAugment_BenchBackup,8 seconds into combat a 2-star copy of your left-most benched unit teleports to your partner's board and starts fighting.
7,?,Bruiser Crest,TFT7_Bruiser,TFT7_Augment_BruiserEmblem,Gain a Bruiser Emblem and a Jax.
7,?,Bruiser Crown,TFT7_Bruiser,TFT7_Augment_BruiserEmblem2,"Gain a Bruiser Emblem, a Spirit Visage, and a Sylas."
7,?,Bruiser Heart,TFT7_Bruiser,TFT7_Augment_BruiserTrait,Your team counts as having 1 additional Bruiser. Gain a Jax.
7,?,Convergence,,TFT7_DoubleUpAugment_Convergence,Reveals a convergence hex on each partner's board. Units in them share their highest stats at the start of combat.
7,?,Cutthroat,TFT7_Assassin,TFT7_Augment_AssassinCutthroat,"Assassins Mana-Reave the first unit they attack, increasing their maximum Mana by 65% until they cast. Assassins deal 20% more damage against Mana-Reaved enemies. Gain a Qiyana."
7,?,Dark Resurrection,TFT7_Darkflight,TFT7_Augment_DarkflightResurrect,"The Darkflight sacrifice returns after 10 seconds of combat with 100% increased max Health, 75% Damage Amp, and 30.0% Attack Speed"
7,?,Darkflight Crest,TFT7_Darkflight,TFT7_Augment_DarkflightEmblem,Gain a Darkflight Emblem and a Rell.
7,?,Darkflight Crown,TFT7_Darkflight,TFT7_Augment_DarkflightEmblem2,"Gain a Darkflight Emblem, a Titan's Resolve, and a Rengar."
7,?,Darkflight Heart,TFT7_Darkflight,TFT7_Augment_DarkflightTrait,Your team counts as having 1 additional Darkflight. Gain an Aphelios.
7,?,Dragonmancer Conference,TFT7_Dragonmancer,TFT7_Augment_DragonmancerConferenceHR,"Every round, a random Dragonmancer appears on your bench. Gain a Kai'Sa."
7,?,Dragonmancer Conference,TFT7_Dragonmancer,TFT7_Augment_DragonmancerConference,"Every 2 rounds, a random Dragonmancer appears on your bench. Gain a Kai'Sa."
7,?,First Aid Kit II,,TFT7_Augment_FirstAidKit2,All healing and shielding on your units is increased by 34%.
7,?,First Aid Kit III,,TFT7_Augment_FirstAidKit3,All healing and shielding on your units is increased by 50%.
7,?,Greater Allegiance,,TFT7_DoubleUpAugment_GreaterAllegiance,You and your partner both immediately gain a Rune of Allegiance.
7,?,High Tide,TFT7_Lagoon,TFT7_Augment_LagoonHighTide,"Until they cast 2 times, Lagoon champions attack 30% slower but gain 12 Mana per second. Gain a Kai'sa."
7,?,Huge-ification Potion I,,TFT7_Augment_HugificationPotion1,Your Tier 1 and 2 units are larger and gain 300 Health.
7,?,Huge-ification Potion II,,TFT7_Augment_HugificationPotion2,Your Tier 1 and 2 units are larger and gain 500 Health.
7,?,Lagoon Crest,TFT7_Lagoon,TFT7_Augment_LagoonEmblem,Gain a Lagoon Emblem and a Zac.
7,?,Lagoon Crown,TFT7_Lagoon,TFT7_Augment_LagoonEmblem2,"Gain a Lagoon Emblem, a Spear of Shojin, and a Zeri."
7,?,Lagoon Heart,TFT7_Lagoon,TFT7_Augment_LagoonTrait,Your team counts as having 1 additional Lagoon. Gain a Kai'Sa.
7,?,Lightning Rod,TFT7_Tempest,TFT7_Augment_TempestLightningRod,"Every 3 second(s), the Tempest lightning alternates between striking a low health enemy and a strong Tempest champion with 50% effectiveness."
7,?,Oasis,TFT7_Lagoon,TFT7_Augment_LagoonOasis,"Every 6 seconds, Lagoon champions remove all negative effects on themselves and heal for 18% of their missing Health. Gain a Zac."
7,?,Partners United,,TFT7_DoubleUpAugment_PartnersUnited,Your units gain [resists] Attack Damage and Ability Power per trait active across your team and your partner's team.
7,?,Profit Sharing,,TFT7_DoubleUpAugment_ProfitSharing,"Whenever your partner wins a combat, you gain 2 gold. Whenever you win a combat, give your partner 2 gold."
7,?,Relic of the Past,TFT7_Darkflight,TFT7_Augment_DarkflightZekes,Gain a special Darkflight Zeke's Herald from the past.
7,?,Scoped Weapons,,TFT7_Augment_ScopedWeapons1,Your units that start combat in the back 2 rows gain +2 Attack Range and 15% Attack Speed.
7,?,Scoped Weapons II,,TFT7_Augment_ScopedWeapons2,Your units that start combat in the back 2 rows gain infinite Attack Range and [AS*100]% Attack Speed.
7,?,Share-o-sel,,TFT7_DoubleUpAugment_Shareosel,"After the carousel, you gain a copy of the item on the unit your partner picked."
7,?,Soul Siphon,TFT7_Darkflight,TFT7_Augment_DarkflightSoulSiphon,Darkflight champions benefit from the first-listed trait of a sacrificed champion. This does not increase the trait count for that trait. Gain an Aphelios.
7,?,TFT7_DoubleUpAgument_Copycat_Name,,TFT7_DoubleUpAugment_Copycat,TFT7_DoubleUpAugment_Copycat_Description
7,?,TFT7_DoubleUpAugment_BulkShipping_Name,,TFT7_DoubleUpAugment_BulkShipping,TFT7_DoubleUpAugment_BulkShipping_Description
7,?,TFT7_DoubleUpAugment_DoubledMetabolism_Name,,TFT7_DoubleUpAugment_DoubledMetabolism,TFT7_DoubleUpAugment_DoubledMetabolism_Description
7,?,TFT7_DoubleUpAugment_EndlessAllegiance_Name,,TFT7_DoubleUpAugment_EndlessAllegiance,TFT7_DoubleUpAugment_EndlessAllegiance_Description
7,?,TFT7_DoubleUpAugment_ExperiencedShopper,,TFT7_DoubleUpAugment_ExperiencedShopper,TFT7_DoubleUpAugment_ExperiencedShopper_Description
7,?,TFT7_DoubleUpAugment_HoldTheLine_Name,,TFT7_DoubleUpAugment_HoldTheLine,TFT7_DoubleUpAugment_HoldTheLine_Description
7,?,TFT7_DoubleUpAugment_MatchingOutfits_Name,,TFT7_DoubleUpAugment_MatchingOutfits,TFT7_DoubleUpAugment_MatchingOutfits_Description
7,?,TFT7_DoubleUpAugment_MysteryGift_Name,,TFT7_DoubleUpAugment_MysteryGift,TFT7_DoubleUpAugment_MysteryGift_Description
7,?,TFT7_DoubleUpAugment_Philanthropy_Name,,TFT7_DoubleUpAugment_Philanthropy,TFT7_DoubleUpAugment_Philanthropy_Description
7,?,TFT7_DoubleUpAugment_SharedResources_Name,,TFT7_DoubleUpAugment_SharedResources,TFT7_DoubleUpAugment_SharedResources_Description
7,?,TFT7_DoubleUpAugment_SolarPower_Name,,TFT7_DoubleUpAugment_SolarPower,TFT7_DoubleUpAugment_SolarPower_Description
7,?,TFT7_DoubleUpAugment_StarPower_Name,,TFT7_DoubleUpAugment_StarPower,TFT7_DoubleUpAugment_StarPower_Description
7,?,TFT7_DoubleUpAugment_TwinTitans_Name,,TFT7_DoubleUpAugment_TwinTitans,TFT7_DoubleUpAugment_TwinTitans_Description
7,?,TFT_DoubleUpAugment_CrossTeamSplash_Name,,TFT7_DoubleUpAugment_CrossTeamSplash,TFT_DoubleUpAugment_CrossTeamSplash_Description
7,?,TFT_DoubleUpAugment_MunitionsDrop_Name,,TFT7_DoubleUpAugment_MunitionsDrop,TFT_DoubleUpAugment_MunitionsDrop_Description
7,?,TFT_DoubleUpAugment_SharedSuccess_Name,,TFT7_DoubleUpAugment_SharedSuccess,TFT_DoubleUpAugment_SharedSuccess_Description
7,?,TFT_DoubleUpAugment_TacticalTwins_Name,,TFT7_DoubleUpAugment_TacticalTwins,TFT_DoubleUpAugment_TacticalTwins_Description
8,?,Salvage Bin+,,TFT8_Augment_SalvageBinPlusHR,"Gain 1 random completed item now, and 1 component after 2 player combats. Selling champions breaks completed items into components (excluding Tactician's items and Emblems)."
8,?,Salvage Bin+,,TFT8_Augment_SalvageBinPlus,"Gain 1 random completed item now, and 1 component after 4 player combats. Selling champions breaks completed items into components (excluding Tactician's items and Emblems)."
9,1-Silver,All Natural I,,TFT9_Augment_AllNatural,Champions that aren't holding items gain [health] Health and heal for 0% of their max Health each second.
9,1-Silver,Balanced Budget,,TFT9_Augment_BalancedBudget,"At the start of the next 4 rounds, gain [gold] gold."
9,1-Silver,Battle Ready,,TFT9_Augment_BattleReady,Your team deals 3% more damage and takes 3% less damage.
9,1-Silver,Blistering Strikes,,TFT9_Augment_RedBuff,Your team's attacks Burn their targets for 5% of their max Health over 5 seconds. Attacks also reduce their targets' healing received by 33%.
9,1-Silver,Blood Money,,TFT9_Augment_BloodMoney,Gain 3 gold per 10 Health your Tactician loses.
9,1-Silver,Blood Price I,,TFT9_Augment_BloodPrice1,Your team gains 2.5% Attack Speed for each 10 missing player health.
9,1-Silver,Branching Out,,TFT9_Augment_Legend_BranchingOut,Gain a random Emblem.
9,1-Silver,Buried Treasures I,,TFT9_Augment_BuildingACollection,Gain a random item component now and at the start of the next 2 rounds.
9,1-Silver,Buried Treasures I,,TFT9_Augment_Legend_BuildingACollection,Gain a random item component now and at the start of the next 2 rounds.
9,1-Silver,Caretaker's Ally,,TFT9_Augment_BardPlaybook1,Gain a random 2-cost champion now. Gain the same one again every time you level up. Champion: [TFTUnitProperty.item:TFT_Augment_WorthTheWait]
9,1-Silver,Caretaker's Ally,,TFT9_Augment_Legend_BardPlaybook1,Gain a random 2-cost champion now. Gain the same one again every time you level up. Champion: [TFTUnitProperty.item:TFT_Augment_WorthTheWait]
9,1-Silver,Component Buffet,,TFT9_Augment_CustomerIsAlwaysRight,"Whenever you would get a component, gain a component anvil instead. Gain a random component now. The anvil offers 4 choices."
9,1-Silver,Cutting Corners,,TFT9_Augment_CuttingCorners,Leveling up costs 3 XP less.
9,1-Silver,Cutting Corners,,TFT9_Augment_Legend_CuttingCorners,Leveling up costs 3 XP less.
9,1-Silver,Cybernetic Bulk I,,TFT9_Augment_CyberneticBulk1,Your champions holding an item gain [health] Health.
9,1-Silver,Cybernetic Leech I,,TFT9_Augment_CyberneticLeech1,Champions holding an item gain [health] Health and [omnivamp]% Omnivamp.
9,1-Silver,Final Grab Bag,,TFT9_Augment_FinalGrabBag,"Gain a random component, 10 gold, and a Reforger."
9,1-Silver,Gotta Go Fast!,,TFT9_Augment_GottaGoFast,Your team creates 10% more Mana and moves 35% faster.
9,1-Silver,Harmacist I,,TFT9_Augment_Harmacist1,Your team has 10% Omnivamp and converts 20% of excess healing to true damage on their next attack. (Omnivamp: healing for a percent of damage dealt)
9,1-Silver,Healing Orbs I,,TFT9_Augment_HealingOrbsI,"When an enemy dies, the nearest ally is healed for 250."
9,1-Silver,Inconsistency,,TFT9_Augment_Inconsistency,"If your streak is less than 3, gain 2 gold."
9,1-Silver,Indomitable Will,,TFT9_Augment_IndomitableWill,"When your team scores a takedown, they shed all negative effects and become immune to crowd control for [duration] seconds."
9,1-Silver,Iron Assets,,TFT9_Augment_IronAssets,Gain a component anvil and 3 gold.
9,1-Silver,It Pays To Learn,,TFT9_Augment_ItPaysToLearn,Gain 10 XP and 8 gold.
9,1-Silver,Jeweled Lotus I,,TFT9_Augment_LesserJeweledLotus,Combat start: Your strongest unit gains 40% Critical Strike Chance and their abilities can critically strike.
9,1-Silver,Jeweled Lotus I,,TFT9_Augment_Legend_LesserJeweledLotus,Combat start: Your strongest unit gains 40% Critical Strike Chance and their abilities can critically strike.
9,1-Silver,Job's Done,,TFT9_Augment_Commander_SmallForgePlus,Gain 1 component anvil and 1 random component.
9,1-Silver,Knowledge Download I,,TFT9_Augment_Commander_Experience1,Gain 12 XP.
9,1-Silver,Latent Forge,,TFT9_Augment_LongTimeCraftingHR,"After [NumberOfCombats] player combats, gain an Artifact anvil. The anvil offers 4 choices. Artifacts are more powerful items with a unique effect."
9,1-Silver,Latent Forge,,TFT9_Augment_LongTimeCrafting,"After [NumberOfCombats] player combats, gain an Artifact anvil. The anvil offers 4 choices. Artifacts are more powerful items with a unique effect."
9,1-Silver,Latent Forge,,TFT9_Augment_Legend_LongTimeCrafting,"After [NumberOfCombats] player combats, gain an Artifact anvil. The anvil offers 4 choices. Artifacts are more powerful items with a unique effect."
9,1-Silver,Long Distance Pals,,TFT9_Augment_LongDistanceRelationship1,"Combat start: Your 2 units furthest from each other form a bond, sharing 20% of their Armor, Magic Resist, Attack Damage, and Ability Power with each other."
9,1-Silver,Missed Connections,,TFT9_Augment_MissedConnections,Gain a copy of each 1-cost champion.
9,1-Silver,Missing Link,,TFT9_Augment_Jackpot,"After you reroll your Shop 40 times, gain a copy of each 5-cost champion. (Rerolls this game: [TFTUnitProperty.item:TFT9_JackpotRolls])"
9,1-Silver,Money!,,TFT9_Augment_Commander_Money,"Gain [gold] gold. In 4 turns, gain [gold] gold again."
9,1-Silver,On a Roll,,TFT9_Augment_Legend_OnARoll,"Whenever you star up a champion, gain up to 3 free Shop rerolls per round. Gain 1 gold."
9,1-Silver,On a Roll,,TFT9_Augment_OnARoll,"Whenever you star up a champion, gain up to 3 free Shop rerolls per round. Gain 1 gold."
9,1-Silver,One Two Three,,TFT9_Augment_OneTwosThree,"Gain 2 1-cost champion, [numchamps] 2-cost champion, and 1 3-cost champion."
9,1-Silver,One Two Three,,TFT9_Augment_Legend_OneTwosThree,"Gain 2 1-cost champion, [numchamps] 2-cost champion, and 1 3-cost champion."
9,1-Silver,Parting Gifts,,TFT9_Augment_DangerousToGoAlone,"When a champion dies, the nearest ally with open slots receives a temporary copy of an item they were holding and a [shieldratio*100]% max Health Shield."
9,1-Silver,Pumping Up I,,TFT9_Augment_PumpingUpHR,"Your team gains 5% Attack Speed. After each round, they gain 1% more. (Current Attack Speed: [TFTUnitProperty.item:TFT9_PumpingUpRounds]%)"
9,1-Silver,Pumping Up I,,TFT9_Augment_PumpingUp,"Your team gains 6% Attack Speed. After each round, they gain 0.5% more. (Current Attack Speed: [TFTUnitProperty.item:TFT9_PumpingUpRounds]%)"
9,1-Silver,Pumping Up I,,TFT9_Augment_Legend_PumpingUp,"Your team gains 6% Attack Speed. After each round, they gain 0.5% more. (Current Attack Speed: [TFTUnitProperty.item:TFT9_PumpingUpRounds]%)"
9,1-Silver,Risky Moves,,TFT9_Augment_RiskyMoves,"Your Tactician loses 20 Health, but after 7 player combats, gain 26 gold."
9,1-Silver,Rolling For Days I,,TFT9_Augment_Commander_RollingForDays,Gain 10 free Shop rerolls.
9,1-Silver,Silver Spoon,,TFT9_Augment_SilverSpoon,Gain 10 XP.
9,1-Silver,Small Forge,,TFT9_Augment_Commander_SmallForge,Gain a component anvil and [gold] gold.
9,1-Silver,Social Distancing I,,TFT9_Augment_SocialDistancing,Combat start: Allies with no adjacent teammates gain 10% Attack Damage and 10 Ability Power.
9,1-Silver,Spoils of War I,,TFT9_Augment_DravenSpoilsOfWar,Enemies have a 25% chance to drop loot when killed.
9,1-Silver,Spoils of War I,,TFT9_Augment_Legend_DravenSpoilsOfWar,Enemies have a 25% chance to drop loot when killed.
9,1-Silver,Stationary Support I,,TFT9_Augment_StationarySupport1HR,"After 4 player combats, gain 1 Training Dummy(s) with 1 permanently attached Support item(s)."
9,1-Silver,Stationary Support I,,TFT9_Augment_StationarySupport1,"After 8 player combats, gain 1 Training Dummy(s) with 1 permanently attached Support item(s)."
9,1-Silver,Team Building,,TFT9_Augment_ArmyBuildingHR,Gain a Lesser Champion Duplicator. Gain another after 3 player combats. This item allows you to copy a 3-cost or less champion.
9,1-Silver,Team Building,,TFT9_Augment_ArmyBuilding,Gain a Lesser Champion Duplicator. Gain another after 5 player combats. This item allows you to copy a 3-cost or less champion.
9,1-Silver,Teaming Up,,TFT9_Augment_Commander_TeamingUp1,Gain 1 random component and 2 random 3-cost champions.
9,1-Silver,Tiny Grab Bag,,TFT9_Augment_TinyGrabBag,"Gain a random component, 2 gold, a Magnetic Remover."
9,1-Silver,Tiny Power I,,TFT9_Augment_Commander_TinyPower1,"Your team gains [ap]% Attack Damage, Ability Power, and Attack Speed."
9,1-Silver,Training Reward,,TFT9_Augment_TopDeck,Gain 5 gold and a Lesser Champion Duplicator.
9,1-Silver,Transfusion I,,TFT9_Augment_Transfusion,"Your units gain 20 Health, plus 2 Health per missing Tactician Health."
9,1-Silver,Transfusion I,,TFT9_Augment_Legend_Transfusion,"Your units gain 20 Health, plus 2 Health per missing Tactician Health."
9,1-Silver,Unburdened I,,TFT9_Augment_AirspeedVelocity1,Your units without items equipped gain 30.0% Attack Speed.
9,1-Silver,Unified Resistance I,,TFT9_Augment_Formation1,"If you have 3 or more champions in the same row at the start of combat, they all gain [armor] Armor and Magic Resist."
9,1-Silver,Well-Earned Comforts I,,TFT9_Augment_Commander_WellEarnedComforts,Your units gain 70 Health for each item equipped.
9,1-Silver,Young and Wild and Free,,TFT9_Augment_YoungAndWildAndFree,You can always move freely on Carousel rounds. Gain 5 gold.
9,2-Gold,A Cut Above,,TFT9_Augment_ACutAboveHR,Gain a Deathblade. Champions holding this item have a 25% chance to drop 2 gold on kill.
9,2-Gold,A Cut Above,,TFT9_Augment_ACutAbove,Gain a Deathblade. Champions holding this item have a 20% chance to drop 1 gold on kill.
9,2-Gold,All Natural II,,TFT9_Augment_AllNatural2,Champions that aren't holding items gain [health] Health and heal for 1% of their max Health each second.
9,2-Gold,All That Shimmers,,TFT9_Augment_AllThatShimmers,Choose a gold-generating Artifact item and gain a Magnetic Remover.
9,2-Gold,Balanced Budget,,TFT9_Augment_BalancedBudget2,"At the start of the next 4 rounds, gain [gold] gold."
9,2-Gold,Balanced Budget+,,TFT9_Augment_BalancedBudgetPlus,"At the start of the next 4 rounds, gain [gold] gold."
9,2-Gold,Battle Ready II,,TFT9_Augment_BattleReadyII,Your team deals 6% more damage and takes 6% less damage.
9,2-Gold,Big Grab Bag,,TFT9_Augment_BigGrabBag,"Gain 3 random components, 2 gold, and 1 Reforger. Reforgers allow you to remake any item."
9,2-Gold,Blood Price II,,TFT9_Augment_BloodPrice2,Your team gains 3.5% Attack Speed for each 10 missing player health.
9,2-Gold,Buried Treasures II,,TFT9_Augment_BuildingACollectionPlus,Gain a random item component now and at the start of the next 3 rounds.
9,2-Gold,Buried Treasures II,,TFT9_Augment_Legend_BuildingACollectionPlus,Gain a random item component now and at the start of the next 3 rounds.
9,2-Gold,Capricious Forge,,TFT9_Augment_CapriciousForge,"Gain a Blacksmith's Gloves, which equips two random Artifacts each round. Artifacts are more powerful items with a unique effect."
9,2-Gold,Caretaker's Favor,,TFT9_Augment_BardPlaybook2,"Gain a component anvil when you reach level 5, 6, 7, and 8. The anvil offers 4 choices."
9,2-Gold,Caretaker's Favor,,TFT9_Augment_Legend_BardPlaybook2,"Gain a component anvil when you reach level 5, 6, 7, and 8. The anvil offers 4 choices."
9,2-Gold,Combat Caster,,TFT9_Augment_CombatCaster,Your team gains [shieldamount1]-[shieldamount4] Shield for 3 seconds after casting their Ability. The Shield amount scales with round of the game.
9,2-Gold,Contagion,,TFT9_Augment_Contagion,"Combat start: The highest Health enemy takes 18% more damage. Every 5 seconds or on death, this effect spreads to 2 nearby enemies."
9,2-Gold,Cybernetic Bulk II,,TFT9_Augment_CyberneticBulk2,Your champions holding an item gain [health] health.
9,2-Gold,Cybernetic Leech II,,TFT9_Augment_CyberneticLeech2,Champions holding an item gain [health] Health and [omnivamp]% Omnivamp.
9,2-Gold,Dedication,,TFT9_Augment_Dedication,"The first time you field at least 4 distinct units of the same trait in player combat, gain an Emblem for that trait."
9,2-Gold,Early Education,,TFT9_Augment_EarlyEducation,Your team permanently gains 1 Ability Power whenever they kill an enemy. Combat start: Your team gains 15 bonus Ability Power.
9,2-Gold,Endurance Training,,TFT9_Augment_EnduranceTraining,Your team permanently gains 18 Health on enemy kill. Combat start: Your team gains 100 bonus Health.
9,2-Gold,Escort Quest,,TFT9_Augment_EscortQuest,Gain a Training Dummy. You gain 3 gold every time it survives player combat.
9,2-Gold,Final Grab Bag II,,TFT9_Augment_FinalGrabBagPlus,"Gain 2 random components, 12 gold, and a Magnetic Remover."
9,2-Gold,Gargantuan Resolve,,TFT9_Augment_GargantuanResolve,Gain a Titan's Resolve. Your Titan's Resolves can continue stacking to 40 instead of 25.
9,2-Gold,Gifts from the Fallen,,TFT9_Augment_GiftsFromTheFallen,"Your team gains 3% Attack Damage, [ap] Ability Power, 3 Armor, and 3 Magic Resist. Each time an ally dies, gain these stats again."
9,2-Gold,Gotta Go Fast! II,,TFT9_Augment_GottaGoFastII,Your team creates 20% more Mana and moves 60% faster.
9,2-Gold,Harmacist II,,TFT9_Augment_Harmacist2,Your team has 15% Omnivamp and converts 25% of excess healing to true damage on their next attack. (Omnivamp: healing for a percent of damage dealt)
9,2-Gold,Healing Orbs II,,TFT9_Augment_HealingOrbsII,"When an enemy dies, the nearest ally is healed for 575."
9,2-Gold,Idealism,,TFT9_Augment_Idealism,Gain a Hand of Justice. Champions holding this item deal 11% increased damage.
9,2-Gold,Infusion,,TFT9_Augment_Infusion,Your team restores 20 Mana every 5 seconds.
9,2-Gold,It Pays to Learn II,,TFT9_Augment_ItPaysToLearnII,Gain 16 XP and 12 gold.
9,2-Gold,Jeweled Lotus I,,TFT9_Augment_JeweledLotus,Your team gains 10% Critical Strike Chance and Precision . {{TFT_Keyword_Precision}}
9,2-Gold,Jeweled Lotus I,,TFT9_Augment_Legend_JeweledLotus,Your team gains 10% Critical Strike Chance and Precision . {{TFT_Keyword_Precision}}
9,2-Gold,Job Well Done,,TFT9_Augment_Commander_MediumForgePlus,Gain a completed item anvil and 1 random component.
9,2-Gold,Know Your Enemy,,TFT9_Augment_KnowYourEnemy,"You can see who you will fight next. Your team gains 8% Damage Amp, increased to 15% if you and your opponent have any of the same traits active."
9,2-Gold,Knowledge Download II,,TFT9_Augment_Commander_Experience2,Gain 22 XP.
9,2-Gold,Library Card,,TFT9_Augment_KnowledgeIsPower,Gain a Tome of Traits and a component anvil.
9,2-Gold,Lock Step,,TFT9_Augment_LockStep,"Round start: If your last opponent was higher leveled than you, gain 4 XP. Otherwise, gain 2 gold."
9,2-Gold,Long Distance Pals,,TFT9_Augment_LongDistanceRelationship2,"Combat start: Your 2 units furthest from each other form a bond, sharing 21% of their Armor, Magic Resist, Attack Damage, and Ability Power with each other."
9,2-Gold,Magic Wand,,TFT9_Augment_OldMansWalkingStick,Gain a Needlessly Large Rod. Your units gain 18 Ability Power.
9,2-Gold,Mana Burn,,TFT9_Augment_EnshroudingStillness,All enemies take 1% of their max Health as true damage each second until they cast their Ability. Gain a Shroud of Stillness.
9,2-Gold,Martyr,,TFT9_Augment_Martyr,"Whenever one of your allies die, your team heals for 9% of their max Health."
9,2-Gold,Medium Forge,,TFT9_Augment_Commander_MediumForge,Gain a completed item anvil and [gold] gold.
